id,date,retweets,source,author,likes,text,twitter_name,location,verified,followers,friends,polarity,subjectivity
1158881157473157120,2020-12-18 20:16:12,0,Twitter Web App,"Greg Byrne, NL_Expatriate",0,THALIDOMIDECovid amp CO2 are lies built on inconvenient truthsBaby BOOMER Bust due to SEASONAL flu amp old ageMilankovitch cycles cause Climate ChangeObliquity is causing Global WarmingPrecession Will cause Global Tsunamis at vernal equinoxesWwG1WgA Humanity,ExpatriateNl,Earth,False,1331,3829,-0.125,0.315
893214340182048769,2020-12-18 12:56:07,0,Twitter for iPhone,Alex Morrison M.S. will get vaccinated,0,Global warming is likely to cause global atmospheric circulation to change and progressively revert to a situation similar to that of 5000 to 10000 years agoClimateChange Climate ClimateAction,AlexMorrisonWX,"Moline, Il",False,341,920,0.0,0.27999999999999997
95418595,2020-12-18 12:00:33,0,Hootsuite Inc.,Daily Climate,0,Planetwarming carbon dioxide emissions from buildings and construction are jeopardising global goals to keep devastating climate change at bay Reuters,TheDailyClimate,"Bozeman, Mont.",False,17704,1370,-0.5,0.5
15534684,2020-12-17 04:18:41,0,Twitter for Android,Eric Mack,0,Warming oceans contribute to storms that could drop 5 feet of snow on some towns in Japan this week This isnt just the kind of global weirding that defines 2020 its the change of climate systems that will redefine how we live in decades to come ClimateAction climate,EricCMack,New Mexico,False,7094,2114,0.24545454545454545,0.4666666666666666
19609660,2020-12-16 22:46:27,0,Twitter Web App,"Tom Gillispie, EDITOR/WRITER",1,climate change NEW links to FIXING CLIMATE CHANGE climatechange CO2 global warming cutting emissions,EDITORatWORK,"Rural Hall, North Carolina, USA",False,4191,3708,-0.15454545454545454,0.4515151515151515
1158881157473157120,2020-12-16 20:24:38,0,Twitter Web App,"Greg Byrne, NL_Expatriate",4,globeandmail I wonder whyThe media and our govts are lying to usThe Milankovitch cycles cause climate change Global warming and global tsunamis at the vernal equinoxesCovid is the Baby Boomer Bust due to the seasonal FLU and old age,ExpatriateNl,Earth,False,1331,3829,-0.006249999999999999,0.14375
1291098061075181568,2020-12-15 16:32:40,0,Twitter for iPhone,Mrunmayee Padhye,0,Global CO2 emissions from fossil fuel and industry are expected to drop in 2020 While it wont slow the pace of global warming it serves as a unique opportunity to secure longterm emissions cuts by following an economic recovery aligned with tackling climate change,MrunmayeePadhy1,"Mumbai, India",False,11,74,0.071875,0.3375
454791422,2020-12-15 05:55:00,1,Twitter Web App,Terracon Ecotech Pvt. Ltd.,0,In 2019 a UN climate science report said the way the world manages land and how food is produced and consumed had to change to curb global warming or food security health and biodiversity would be at riskClimateChange climate,terracon_india,"Based in Mumbai, India",False,249,328,0.0,0.0
27937612,2020-12-14 16:04:33,0,Twitter Web App,Lucy P. Marcus,0,Oil major Exxon Mobil Corp said on Monday it planned to reduce its greenhouse gas emissions over the next five years as investors and climate change campaigners ratchet up the pressure for action to limit global warming climate,lucymarcus,UK,True,27470,594,0.040625,0.15
1270014122487361537,2020-12-13 11:21:15,0,Twitter Web App,Maraaz.Com,0,Emergency call on climate change from Guterres United Nations SecretaryGeneral Antonio Guterres in his speech at the climate change summit For world leaders to take action to avoid global warming He said they should declare a climate emergency,Maraazcom,Global,False,112,264,0.05,0.05
140538311,2020-12-11 15:44:37,0,Twitter Web App,mERIChristmas🎄,7,15 is the preferred limit on global warming as per the Paris Agreement five years old this week 15 was chosen as it would significantly reduce risks and the impact of climate change FightFor1Point5 FridaysForFuture DigitalStrike ClimateStrikeOnline klimat climate,ericthelemming,"Ljungsbro, Sweden",False,663,867,0.15833333333333333,0.35833333333333334
1321321160055861248,2020-12-11 05:12:58,0,Twitter for Android,Mrityunjay,0,TaariniNB This behavior because of Human nature Global warming Climate change more rain to come by today evening or night till 13th December night Mumbai unseasonal rains,Mrityun73751198,,False,7,443,0.125,0.15
927181703206047745,2020-12-09 19:17:46,1,Twitter Web App,rituparna bharat sarma,3,Its very alarming for World that Nov montha winter month recorded warming climate month Warm conditions persisted over large swaths of planet climate changeGlobal warming will change our food fm Tea to Ricelife stylebody shapebehaviour in next 20 yrsour next generation,rituparnasarm10,"Assam,born on 25th Dec",False,4048,3876,0.13685714285714284,0.3617142857142857
1290326413,2020-12-09 16:58:24,0,Twitter for iPhone,The World's Troubles,0,Climate Change If CO2 and other GHG emissions are not rapidly reduced the world will likely exceed global warming of 15C between 2026 and 2042 The ParisAgreement seeks to limit warming to below 2C UN ClimateChange climate Senate UNEP politics,worldcrisis2013,"Ohio, USA",False,35,127,-0.041666666666666664,0.4583333333333333
962092699674345473,2020-12-09 15:55:30,0,Twitter for iPhone,WPaSportsFan,0,NOAA NWS NOAANCEIclimate Nobody happier than the climate change wackos that lyin jiebiden might be president The hoax of global cooling oops global warming oops climate change will be perpetuated climate,WPaSportsFan,,False,10,41,0.0,0.0
75042924,2020-12-09 10:07:00,1,Twitter Web App,Open Book Publishers,0,NewBlog On Global Warming in Local Discourses How Communities around the World Make Sense of Climate Change by Domenic RotundoRead now,OpenBookPublish,"Cambridge and London, England",True,8463,853,0.0,0.0
75042924,2020-12-08 11:41:29,0,Twitter Web App,Open Book Publishers,0,Global Warming in Local Discourses constitutes a significant new contribution to understanding the multiperspectivity of our debates on climate change further highlighting the need for interdisciplinary study within this area 56,OpenBookPublish,"Cambridge and London, England",True,8463,853,0.10227272727272727,0.3659090909090909
75042924,2020-12-08 11:41:27,2,Twitter Web App,Open Book Publishers,4,OutNow in OA Global Warming in Local Discourses How Communities around the World Make Sense of Climate Change by Michael Brggemann and Simone Rdder edsRead and download this title for free andor get your own hard copy at 16,OpenBookPublish,"Cambridge and London, England",True,8463,853,0.14166666666666666,0.4683333333333334
1251026932499492866,2020-12-07 09:42:29,5,Twitter Web App,Your Planet Earth,9,To limit global warming to 15 degrees Celsius 27 degrees Fahrenheit which scientists say would avoid the most catastrophic impacts of climate change countries need to wind down their fossil fuel production by 6 every year between now and 2030GlobalWarming Climate,YourPlanetEart1,Australia,False,2472,3984,0.11481481481481481,0.262962962962963
1116498239002267648,2020-12-07 05:58:52,1,Twitter Web App,Anna - we need a renewable energy recovery 🌏🌞🐨,1,deniseshrivell How many Australians actually get the urgent overarching threat is climate changeAt 2degeesC global warming 99 of corals wont surviveGreatBarrierReef is in a critical condition due to 3 mass bleaching from marine heat wavesWe r fast running out of timeclimate,Anna98831,,False,485,788,0.09583333333333333,0.3958333333333333
1333848866416803840,2020-12-04 17:27:19,0,Twitter for iPhone,Hobo Crackerbags,1,I worried about global warming amp climate change until I realized earth will live It may shed us like a virus burning us off with a climate induced fever until none of us exist but the planet will still be existI for one welcome the sweet silence of eradicated humanity,HoboCrackerbags,,False,1,50,0.3215909090909091,0.5125
95418595,2020-12-04 10:00:27,0,Hootsuite Inc.,Daily Climate,0,NewZealand has joined 30 states in declaring an emergency in the country due to the threat of climate change According to research this island nation will be particularly affected by global warming,TheDailyClimate,"Bozeman, Mont.",False,17704,1370,0.013888888888888886,0.23611111111111108
3143141461,2020-12-02 16:09:30,0,Twitter for Android,Centre for Cultural Resources and Training,1,and Rtd Associate Professor of Cotton University Assam He discussed about the types of environment and its components and major environmental issues which have led to climate change He also highlighted issues like Global Warming and Green House Effect,CCRTNewDelhi,"Dwarka, New Delhi",True,2333,168,-0.04583333333333334,0.26666666666666666
89711639,2020-12-02 15:20:55,2,TweetDeck,TRF Climate,2,The worlds governments plan to produce more than double the amount of coal oil and gas in 2030 than would be consistent with curbing global warming says new report in latest warning over climate change fossilfuels ProductionGap UNEP,TRF_Climate,London,True,14226,1694,0.23106060606060605,0.35075757575757577
52078108,2020-12-01 15:19:57,0,Twitter for Android,Andreas Geiges,0,Optimistic analysis of netzero target This only indicates that we still can fight global warmingA 5050 change for 21C is still a warming level that threatens our planetWe need real climate action and accountable reductions in 2030 targets ParisAgreement,AGeiges,Berlin,False,82,171,0.07500000000000001,0.35000000000000003
19609660,2020-11-27 20:01:51,1,Twitter Web App,"Tom Gillispie, EDITOR/WRITER",0,climate The 11TH HOUR FOR THE EARTH change climatechange global warming,EDITORatWORK,"Rural Hall, North Carolina, USA",False,4191,3708,0.0,0.0
1158881157473157120,2020-11-26 20:01:42,0,Twitter Web App,"Greg Byrne, NL_Expatriate",0,ShadyCrossing YouTube Probably because you dont know what he wss referring toNazarene meant truth tellerLike Milankovitch cycles cause climate change Global Warming Global Tsunamis at the vernal equinoxes every 130 lifetimes,ExpatriateNl,Earth,False,1331,3829,0.0,0.0
1158881157473157120,2020-11-26 19:56:04,0,Twitter Web App,"Greg Byrne, NL_Expatriate",0,tmischuk CanadaInPeril Lumberist No they are like rats fleeing a sinking ship on their VTVL rockets and space arcsMilankovitch cycles cause climate change Global Warming Global Tsunamis at the vernal equinoxesEarth is a closed loop that self regulates co2 with life,ExpatriateNl,Earth,False,1331,3829,-0.03333333333333333,0.03333333333333333
1158881157473157120,2020-11-26 19:49:44,0,Twitter Web App,"Greg Byrne, NL_Expatriate",0,maparker21 Lumberist burnThe Milankovitch cycles cause Climate Change Global Warming Global Tsunamis at the vernal equinoxesCovid1984 is baby Boomer Bust from Seasonal FLU and old age,ExpatriateNl,Earth,False,1331,3829,0.03333333333333333,0.06666666666666667
83805400,2020-11-26 15:07:18,0,Twitter Web App,Edaqa 😊 Mortoray,1,I sure wish global warming would get the level of concern that coronavirus has In the next decades changes in climate are still going to kill displace and harm more people than the virus ever willpriorities politics coronavirus climate,edaqa,"Munich, Bavaria",False,7058,183,0.25,0.3472222222222222
549848503,2020-11-26 12:28:57,0,Twitter for iPhone,Lostoutwest🇨🇦,1,lamphieryeg Thats why they stopped calling it global warming and changed it to climate change Hard to argue that the climate changes And wtf is a climate denier Are leaders really that stupid or just fucking sinister with their own agenda JustinTrudeau stupid or sinister climate,lostoutwest01,,False,115,210,-0.2879629629629629,0.749074074074074
2184934963,2020-11-24 18:22:02,3,Twitter Web App,GO GREEN,7,If BidenHarris JohnKerry JoeBiden really mean they will fight climate change will they stop EU logging millions acres US forest for bio wood that is increasing emissionsfueling global warming and calling it green keepitintheground climatechange,ECOWARRIORSS,,False,23415,20439,-0.1708333333333333,0.32916666666666666
1222413589924982784,2020-11-24 01:37:20,0,Twitter for iPhone,N͜͡a͜͡n͜͡a͜͡,0,JohnKerry who ran in The presidential primary will be named Special Presidential Envoy for Climate Congratulations Mr Kerry has been actively advocating on climate change amp global warming Climate ClimateAction DemVoice1,NanaWearsAMask,"Puerto Rico, USA",False,2620,2656,0.15595238095238095,0.4178571428571428
154266844,2020-11-21 17:41:19,0,Twitter Web App,"Tom Gillispie, WRITER/EDITOR",0,climate change Links to FIXING CLIMATE CHANGE climatechange CO2 global warming environment,SptsGuy1,"Rural Hall, NC",False,2281,2155,0.0,0.0
54237170,2020-11-21 15:00:14,0,Twitter Web App,Moo Dog Press,0,Some years ago she also began seeing something else the impact global warming and climate change were having on the desert surrounding her homeSo Millet did what authors do She wrote about it climate,MooDogPress,"East Coast, USA",False,2329,2203,0.0,0.0
3825593307,2020-11-20 18:12:10,0,Twitter Web App,C Brunel-Ligneau,0,Global warming and climate change are often used interchangeably but the two terms have distinct meanings check out this interesting resource for NASA definition climate,ChristineLigne3,"Monheim am Rhein, Deutschland",False,1264,803,0.26666666666666666,0.26666666666666666
1613661446,2020-11-18 13:04:37,2,Twitter Web App,KY Green Party🌻,2,GreenParty climatePart IIPLASTICSImpacts on climate changePlastic which is a petroleum product also contributes to global warming If plastic waste is incinerated it releases carbon dioxide into the atmosphere thereby increasing carbon emissions,KYGreenParty,Kentucky,True,1608,1231,-0.1,0.0
1259915986569957384,2020-11-18 11:10:23,0,Twitter for Android,DICERE,2,The world should react with the same urgency to climate change as is to the coronavirus crisis the Red Cross says warning that global warming poses a greater threat than COVID19Read more GlobalWarming ClimateCrisis climate ClimateAction,WSecondSource,,False,215,261,0.16666666666666666,0.1875
1159980355358617600,2020-11-18 05:58:48,1,Twitter Web App,naagriknews,0,Climate Change poses a much larger threat than coronavirus warned Red Cross recently calling out nations to act with urgency on the issue of global warmingclimate ClimateEmergency WHO GlobalWarming UNFCCC Covid19 coronavirus Japan JoeBiden,naagriknews,Delhi,False,40,33,0.0,0.15
1214867862264909824,2020-11-17 10:06:47,0,Twitter for Android,Studio 63,1,On Tuesday Red Cross said that the world should react with the same urgency to climate change as to the coronavirus crisis warning that global warming poses a greater threat than Covid19s63 climate ClimateJusticeNow ClimateAction climatechange ClimateJustice,Studio63_ke,,False,394,2,0.1,0.125
1126003543,2020-11-17 07:39:53,0,Hootsuite Inc.,Howell W. Woltz,0,Climate change global warming global cooling,WoltzHowell,"Warsaw, Poland",False,1456,420,0.0,0.0
1289692584143544320,2020-11-16 21:48:07,0,Twitter for Android,🇯🇵 九龍_🔰株式投資/⛩️神社参拝/空手/中国語/英語,6,Saving energies are very important for global warmingglobal warmingclimate change,9ron358,,False,4387,4642,0.26,0.5
1158881157473157120,2020-11-15 06:40:19,0,Twitter for Android,"Greg Byrne, NL_Expatriate",0,MrBeastYT Milankovitch cycles cause climate changeObliquity causes global warmingPrecession causes Global tsunamisEccentricity is the triggerCovid is a lie built on the Baby BOOMER Bust due to Seasonal FLU amp old ageThese are inconvenient truthsWwG1WgA Humanity,ExpatriateNl,Earth,False,1331,3829,-0.125,0.315
1158881157473157120,2020-11-15 06:27:04,0,Twitter for Android,"Greg Byrne, NL_Expatriate",0,Covid amp co2 are LIES built on inconvenient truthsMilankovitch cycles cause climate changeObliquity causes global warmingPrecession causes global tsunamis at the equinoxsEccentricity is the triggerCovid is the Baby BOOMER Bust due to Seasonal FLU amp old age,ExpatriateNl,Earth,False,1331,3829,-0.125,0.315
1158881157473157120,2020-11-14 02:19:12,0,Twitter Web App,"Greg Byrne, NL_Expatriate",0,Milankovitch Cycles cause climate change Obliquity causes Global WarmingPrecession causes Global Tsunamis equinoxes Eccentricity is the triggerBuildThatWall BuildThatRRCovid is Seasonal FLU Baby Boomer Bust,ExpatriateNl,Earth,False,1331,3829,0.0,0.0
1158881157473157120,2020-11-14 02:17:57,1,Twitter Web App,"Greg Byrne, NL_Expatriate",1,realDonaldTrump BrianKempGA Milankovitch Cycles cause climate change Obliquity causes Global WarmingPrecession causes Global Tsunamis equinoxes Eccentricity is the triggerCovid is Seasonal FLU Baby Boomer Bust,ExpatriateNl,Earth,False,1331,3829,0.0,0.0
213278292,2020-11-13 03:53:07,0,Prothom Alo English,Prothom Alo,24,Reactions from halfadozen leading climate scientists to the study which the authors acknowledge is schematic varied sharply ClimateChange GlobalWarming CO2 CarbonEmission ClimateEmergency,ProthomAlo,"Dhaka, Bangladesh",True,1720089,358,-0.125,0.75
2184934963,2020-11-13 00:24:42,37,Twitter Web App,GO GREEN,53,This will fuel global warming and climate changeMay 2017 to Sept 2020 just look at how much of Amazon has been destroyed millions of acres and Brazils carbon emissions increased by 96 in 2019 aloneBidenHarris2020 impose sanctions for sake of all humanity life on Earth,ECOWARRIORSS,,False,23415,20439,0.1,0.1
2401117104,2020-11-12 19:37:16,2,Twitter for iPad,💧🏸 BettyG,5,Climate change is already here reportno longer possible to limit global warming to 15 degrees but it may be possible to contain it to two degreesTime for climate wars to stop auspol,greensinspa,Sydney Australia,False,4576,3033,0.0,0.6666666666666666
858653156,2020-11-12 09:55:34,0,Twitter for iPhone,Nature’s Essence of Life,1,Glaciers in Chinas bleak Qilian mountains are disappearing at a shocking rate as global warming brings unpredictable change amp raises the prospect of cripplinglongterm water shortages scientists sayGlobalWarming climate green planet climatechange,nmanroe,UK,False,114,628,-0.47333333333333333,0.6599999999999999
610076827,2020-11-12 01:07:32,0,Twitter for iPhone,Chris Fox,6,Presidentelect Joe Biden is poised to embed action on climate change across the breadth of the federal government from the departments of Agriculture to Treasury to State expanding it beyond environmental agencies to speed US efforts to mitigate global warming,ChristopherNFox,"Boston, MA",False,18451,15267,0.05,0.05
224706635,2020-11-11 15:48:30,0,Twitter Web App,AccountAbility,2,Presidentelect Joe Biden is poised to embed action on climate change across the breadth of the federal government expanding it beyond environmental agencies to speed US efforts to mitigate global warming via washingtonpost,AAInsights,New York/London/Riyadh/Dubai,False,3988,2352,0.05,0.05
171070404,2020-11-10 12:05:20,2,Twitter Web App,Norwich Research Park,0,Interested in Global Warming Check out this new app from our partners at UEA to get more info about the affect climate change might have where you live climatechange climate app,NorwichResearch,Norwich UK,False,4684,1432,0.20454545454545453,0.39090909090909093
1158881157473157120,2020-11-10 04:41:21,0,Twitter Web App,"Greg Byrne, NL_Expatriate",0,Covid amp CO2 are LIES built on inconvenient truthsCovid Baby Boomer Bust due to seasonal FLU amp old ageClimate Change is built on the Milankovitch cyclesObliquity is causing global warmingPrecession will cause Global Tsunamis at the Vernal Equinox,ExpatriateNl,Earth,False,1331,3829,-0.125,0.315
2184934963,2020-11-09 22:28:34,4,Twitter Web App,GO GREEN,4,What Brazil is doing will impact every life form on the planet burning down the Amazon fueling global warming and climate changeAmazon fires cause Brazils CO2 emissions to jump Emissions jumped 10 in 2019 accelerating as much as 20 in 2020,ECOWARRIORSS,,False,23415,20439,0.014814814814814808,0.16296296296296298
920539604624781312,2020-11-09 07:58:11,2,Twitter Web App,Just Share,4,There is a disconnect between what investors are asking for and what companies are doing Its time investors reassess their approach to climate engagement push hard for businesswide changes needed to see global warming limited to 15C not 354C ESG,JustShareSA,"Cape Town, South Africa",False,1071,1367,-0.12103174603174605,0.22817460317460317
1158881157473157120,2020-11-01 15:56:27,0,Twitter for Android,"Greg Byrne, NL_Expatriate",0,TYInconvenient truths amp Perennial prophets of DOOMClimate Change is caused by the Milankovitch cyclesObliquity is causing global warmingPrecession will cause Global tsunamisEccentricity is speeding it upCovid19 is the Baby BOOMER Bust amp Seasonal FLU,ExpatriateNl,Earth,False,1331,3829,0.0,0.0
1158881157473157120,2020-11-01 15:55:19,0,Twitter for Android,"Greg Byrne, NL_Expatriate",0,TrudeauWorstPMEver Inconvenient truths amp Perennial prophets of DOOMClimate Change is caused by the Milankovitch cyclesObliquity is causing global warmingPrecession will cause Global tsunamisEccentricity is speeding it upCovid19 is the Baby BOOMER Bust amp Seasonal FLU,ExpatriateNl,Earth,False,1331,3829,-0.19999999999999998,0.3333333333333333
1158881157473157120,2020-11-01 15:52:34,0,Twitter for Android,"Greg Byrne, NL_Expatriate",1,cathmckenna We never murder the truth No matter how inconvenientClimate Change is caused by the Milankovitch cyclesObliquity is causing global warmingPrecession will cause Global tsunamisEccentricity is speeding it upCovid19 is the Baby BOOMER Bust amp Seasonal FLU,ExpatriateNl,Earth,False,1331,3829,0.0,0.0
1289692584143544320,2020-11-01 01:37:22,0,Twitter for Android,🇯🇵 九龍_🔰株式投資/⛩️神社参拝/空手/中国語/英語,2,curving CO2climate changecoping with global warmingSmart phone charger with solar panel is setting on the ground I wanna curving CO2 as possible,9ron358,,False,4387,4642,0.0,0.5
154266844,2020-10-27 19:47:52,0,Twitter Web App,"Tom Gillispie, WRITER/EDITOR",0,climate change NEW Links to FIXING CLIMATE CHANGE climatechange CO2 global warming lawsuits,SptsGuy1,"Rural Hall, NC",False,2281,2155,0.06818181818181818,0.22727272727272727
1298152418329407488,2020-10-26 19:48:44,0,Twitter for Android,United World,7,Global Warming and Climate ChangeCauses and Effectsclimatechange environment nature sustainability globalwarming savetheplanet climate climatecrisis climateaction earth climatechangeisreal green fridaysforfuture climatestrike climateemergency earthday,UWfound,Planet Earth,False,26,67,-0.1,0.15
1697923279,2020-10-25 12:28:44,0,Twitter for iPad,ken cha_OzVeteransVote,0,2020 SkS Weekly Climate Change amp Global Warming News Roundup 43Skeptical Science posts 24 October 2020A 2nd realDonaldTrump term would mean severe amp irreversible changes in climateNo joke It would be disastrous on scale of millennia,coolrunning2009,Australia,False,1671,1725,-0.253125,0.371875
19609660,2020-10-25 02:34:32,0,Twitter Web App,"Tom Gillispie, EDITOR/WRITER",0,environment Links to CLIMATE CHANGE climatechange climate change global warming,EDITORatWORK,"Rural Hall, North Carolina, USA",False,4191,3708,0.0,0.0
1205115924761718784,2020-10-24 16:02:55,0,Twitter for iPhone,APUS,0,What Trumps Environmental Rollbacks Mean for Global Warming This is the disaster Trump has Done and is going worse if you vote for him He cares nothing about enviroment and climate change He must be stoppt Vote for BidentrumpbidenClimate,APUS89370183,,False,24,24,-0.23750000000000002,0.4291666666666667
125896734,2020-10-23 22:49:17,0,Twitter Web App,Proud Vietnam Vet🌟🌟🌟,0,Global Warming Climate Change was DEBUNKED many years agoDemocratsAreCorrupt climate GlobalWarming TCOT,HiDesertPatriot,#MAGA #TCOT #NRA SoCalHD,False,17252,17758,0.25,0.25
559179760,2020-10-22 20:34:58,0,Twitter Web App,ROBERT MARGOLIN,3,This is Weehawk And he is way smarter then Trump and I can prove it He was a fire rescue so he knows climate change and global warming are real and that Trump telling people to rake the forest is just dumb ass Trump bullsht cats climate TrumpMeltdown,ROBERTMARGOLIN,,False,872,2566,-0.05833333333333333,0.26666666666666666
1270503374648152064,2020-10-22 02:46:06,0,Twitter for iPhone,Eagle,0,To the idiot that is PeteButtigieg you can not claim that global warmingclimate change whatever you call it now is this generations WWII If I had to pick between driving a Prius and the beaches of Normandy I would pick the fukng Prius GreenNewDeal climate Trump2020,TheEagleSocial,United States,False,20,95,-0.4,0.4
1294661516680077313,2020-10-21 07:08:40,3,Twitter for Android,Team Kosmos,3,Theres still time if we act now we CAN take over Climate Change and Global WarmingNAISHATEAM KOSMOSenvironment climate ClimateAction LGBTQ LGBT GreenNewDeal teamkosmos,teamkosmoss,,False,11,23,0.0,0.0
1166830906100744193,2020-10-19 20:36:14,0,Twitter for iPhone,Brad Victor,0,Climate Change PARODYGlobal Warming didnt stick so heres some 16 year old with braids HT gddub climate ClimateAction ClimateCrisis ClimateChange,BradVictor6,Canada,False,212,585,0.1,0.2
18210270,2020-10-19 11:06:20,0,Twitter Web App,MapsofWorld,0,For years now scientists and governments have discussed and debated the effects of climate change and global warming Very little has been doneHave a look at Climate Change over the Centuryclimate Change Century environment,mapsofworld,"San Jose, US",False,5292,130,-0.12187500000000001,0.325
1289692584143544320,2020-10-18 00:34:20,0,Twitter for Android,🇯🇵 九龍_🔰株式投資/⛩️神社参拝/空手/中国語/英語,3,curving CO2climate changecoping with global warmingSmart phone charger with solar panel is setting on the ground I wanna curving CO2 as possibleASALW,9ron358,,False,4387,4642,0.0,0.0
123231225,2020-10-17 18:45:00,31,Twitter Web App,Citizens' Climate Lobby,44,More than 45 of the US is experiencing drought conditions right nowFrom the nytimes Global warming has made drought worse scientists say exemplifying a trend toward more extreme weather as the climate changes,citizensclimate,Nationwide,True,37837,15492,0.12678571428571428,0.5226190476190476
1297923515832647682,2020-10-16 18:24:10,0,Twitter Web App,Unnati Gupta,0,Three MustRead Books to Understand Climate ChangeWhat you can do instead is pick a book at your local bookstore or library about climate change global warming and everything related to our planet Read more climate climatechange globalwarming,unnatiguptaedu,Ghaziabad,False,5,211,0.125,0.225
828795860288933889,2020-10-15 05:26:36,0,Twitter Web App,Spectalite,0,Increase in forest fires is attributed to global warming and climate change about 8 Billion Tons of CO2 per year which accounts to well over 20 of the global CO2emissions spectalite moulded products reducing the risk of a forest fire ClimateAction ClimateCrisis,spectalite,"Bengaluru, India",False,23,0,0.0,0.0
1289692584143544320,2020-10-13 19:53:13,0,Twitter for Android,🇯🇵 九龍_🔰株式投資/⛩️神社参拝/空手/中国語/英語,3,We must reconsider corresponding for climate change and global warmingI give donations to the organization for climate change some timeThis donation comes from some of earnings for capital gainsclimate changecapital gain,9ron358,,False,4387,4642,0.0,0.0
1289692584143544320,2020-10-13 19:52:46,0,Twitter for Android,🇯🇵 九龍_🔰株式投資/⛩️神社参拝/空手/中国語/英語,1,I think Its time to correspond together for global warmingFirst of all we have to do what we canclimate changeglobal warminggreen house gas,9ron358,,False,4387,4642,0.0,0.0
952490716168671233,2020-10-02 12:53:25,0,Twitter for Android,Martinho,1,ClimateChangeGlobal heating warming up nights faster than daysAsymmetric changes between night day temperatures in many parts of world will have consequences for species inhabiting those regions their ability to adapt in face of changing climate,MartinhoSilves,"Zuhause, Deutschland",False,794,1032,0.5,0.5
818348339464900608,2020-10-02 10:32:47,0,Twitter Web App,Parkers Mobile Clinic,0,Overpopulation is a major cause of climate change and global warmingDo Family today today climate UNHABITAT unhabitatyouth ippf FP2020Global getittogetherNG AFPnow PopCouncil PMNCH,ParkersClinic,Nigeria,False,1205,4681,0.03125,0.25
1159524576381943808,2020-10-01 02:14:12,3,Twitter Web App,sunwattssolar,3,Stopping global warming begins with us Take these 5 Steps to End Climate Changeclimatechange sustainability environment climatecrisis globalwarming renewableenergy sustainable climate SunWatts,sunwattssolar,USA,False,106,69,0.0,0.0
1295072775590346753,2020-09-28 09:31:11,0,Twitter for Android,Nonkululeko,1,Save water climate change environmental change global warming justice for the world save the forest no to littering no to poverty face emergency hear our voices save animals save save plants no to deforestation shout out to climate activist keep moving forward,Nonkulu57809459,🌏🌎🌍,False,68,365,0.0,0.0
